player_id,family_name,given_name,total_games_played,n_minutes_played,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,Segm K-means PCA,Segment
P-09731,Kalou,Bonaventure,2,73,1,1,0,0,1,1,4,4
P-09662,McParland,Peter,5,480,1,1,0,0,5,0,4,4
P-00509,Yakubu,not applicable,3,250,1,1,0,0,1,1,4,4
P-08493,Scherfke,Fryderyk,1,120,1,1,0,0,1,1,4,4
P-00443,Petrović,Vladimir,5,350,2,2,0,0,1,1,4,4
P-08487,Lambert,Raoul,2,180,1,1,0,0,2,1,4,4
P-00467,Recoba,Álvaro,3,260,1,1,0,0,1,1,4,4
P-08039,Haller,Helmut,9,796,3,3,1,0,6,1,4,4
P-08264,Shevchenko,Andriy,5,474,1,1,0,0,2,1,4,4
P-00334,Corbatta,Oreste,3,270,1,1,0,0,3,2,4,4
P-08942,Szymaniak,Horst,10,900,2,2,0,0,1,1,4,4
P-08628,Keane,Robbie,4,390,1,1,0,0,3,1,4,4
P-08763,Deyna,Kazimierz,13,1160,2,2,0,0,4,1,4,4
P-08787,Moses,Victor,5,411,2,2,0,0,1,1,4,4
P-00374,Laudrup,Michael,9,763,2,2,0,0,2,1,4,4
P-08718,Maca,Joe,3,270,1,1,0,0,1,1,4,4
P-03577,Dvořák,Milan,4,390,1,1,0,0,2,1,4,4
P-03716,Sócrates,not applicable,10,887,2,2,0,0,4,1,4,4
P-03656,Clarke,Allan,1,90,1,1,0,0,1,1,4,4
P-03653,Zico,not applicable,14,770,3,3,0,0,5,1,4,4
P-01943,Probst,Erich,5,450,1,1,0,0,6,0,4,4
P-03379,Kagawa,Shinji,6,437,2,2,0,0,1,1,4,4
P-04091,Stojaspal,Ernst,4,360,1,1,0,0,3,1,4,4
P-04188,Ademir,not applicable,6,540,1,1,0,0,9,0,4,4
P-04171,Zuluaga,Francisco,1,90,1,1,0,0,1,1,4,4
P-01793,Mészöly,Kálmán,8,720,2,2,0,0,2,1,4,4
P-02333,Dzyuba,Artem,5,334,1,1,0,0,3,1,4,4
P-02360,Skoblar,Josip,5,450,1,1,0,0,1,1,4,4
P-02366,Sárosi,György,5,450,2,2,1,0,6,1,4,4
P-03077,Finney,Tom,7,660,3,3,0,0,2,1,4,4
P-03023,Leônidas,not applicable,5,510,2,2,0,0,8,0,4,4
P-03030,Tóth,András,1,45,1,1,0,0,1,1,4,4
P-02912,Ufarte,Roberto López,4,303,1,1,0,0,1,1,4,4
P-02859,Sigurðsson,Gylfi,3,270,1,1,0,0,1,1,4,4
P-02009,De Bourgoing,Héctor,1,90,1,1,0,0,1,1,4,4
P-05476,Hügi,Josef,3,270,1,1,0,0,6,0,4,4
P-01265,Guardiola,Josep,2,145,1,1,0,0,1,1,4,4
P-05596,Bartlett,Shaun,3,169,1,1,0,0,2,1,4,4
P-05627,Nejedlý,Oldřich,6,630,2,2,1,0,7,1,4,4
P-05404,Collins,John,3,270,2,1,0,0,1,1,4,4
P-06084,Olsen,Jesper,4,232,1,1,0,0,3,2,4,4
P-04515,Dumitrache,Florea,3,252,1,1,0,0,2,1,4,4
P-04687,Liedholm,Nils,5,450,1,1,1,0,2,1,4,4
P-04616,Simão,not applicable,11,630,2,2,0,0,2,1,4,4
P-04652,Rosas,Manuel,3,270,1,1,0,0,2,1,4,4
P-04297,Kundé,Emmanuel,7,582,2,2,0,0,1,1,4,4
P-04441,Granqvist,Andreas,5,450,1,1,0,0,2,2,4,4
P-01628,Forlán,Diego,10,812,3,3,0,0,6,1,4,4
P-04418,Stábile,Guillermo,4,360,1,1,1,0,8,0,4,4
P-04373,Schillaci,Salvatore,7,536,1,1,0,0,6,1,4,4
P-04992,Lantos,Mihály,5,480,1,1,1,0,2,1,4,4
P-05183,Scherer,Adolf,6,540,2,1,1,0,3,1,4,4
P-05168,Raí,not applicable,5,310,1,1,0,1,1,1,4,4
P-04962,Al-Thunayan,Yousuf,2,88,1,1,0,0,1,1,4,4
P-04878,Pandolfini,Egisto,4,360,2,2,0,0,2,1,4,4
P-01505,Ortiz,Héctor,3,270,1,1,0,0,1,1,4,4
