player_id,total_games_played,n_minutes_played,yellow_card,second_yellow_card,red_card,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,total_own_goals
P-00015,3,242,1,0,0,1,1,0,0,0,0,0
P-01866,3,264,1,0,0,1,1,0,0,1,0,0
P-02185,4,360,1,0,0,1,1,0,0,0,0,0
P-00084,10,847,1,0,0,2,2,0,0,2,0,0
P-00578,3,166,1,0,0,2,2,0,0,0,0,0
P-01057,9,475,1,0,0,3,3,0,1,1,0,0
P-00087,8,405,1,0,0,2,2,1,0,0,0,0
P-00797,4,360,1,0,0,1,1,0,0,2,0,0
P-02184,6,473,1,0,0,2,2,0,0,0,0,0
P-01647,6,570,1,0,0,1,1,1,0,0,0,0
P-02193,3,93,1,0,0,1,1,0,0,0,0,0
P-01408,2,178,1,0,0,1,1,0,0,1,0,0
P-01085,11,739,1,0,0,2,2,1,0,2,0,0
P-00007,2,152,1,0,0,1,1,0,0,0,0,0
P-00541,2,134,1,0,0,1,1,0,0,0,0,0
P-00342,7,585,1,0,0,1,1,0,0,1,0,0
P-01151,7,630,1,0,0,2,2,0,0,0,0,0
P-00830,13,1008,1,0,0,3,3,0,0,7,0,0
P-00310,6,540,1,0,0,2,2,0,0,0,0,0
P-01439,2,136,1,0,0,1,1,0,0,0,0,0
P-01903,3,270,1,0,0,1,1,0,0,0,0,0
P-00603,2,147,1,0,0,1,1,0,0,0,0,0
P-01682,2,152,1,0,0,1,1,0,0,0,0,0
P-00606,1,63,1,0,0,1,1,0,0,0,0,0
P-00849,4,203,1,0,0,1,1,0,0,0,0,0
P-00279,3,267,1,0,0,1,1,0,0,0,0,0
P-01119,3,156,1,0,0,1,1,0,0,0,0,0
P-01710,3,254,1,0,0,1,1,0,0,0,0,0
P-00081,2,180,1,0,0,1,1,0,0,0,0,0
P-00312,7,660,1,0,0,3,2,0,0,0,0,0
P-01172,5,480,1,0,0,1,1,0,0,0,0,0
P-01078,8,545,1,0,0,3,3,0,0,2,0,0
P-01080,2,95,1,0,0,1,1,0,0,0,0,0
P-01436,6,201,1,0,0,2,2,0,0,0,0,0
P-00539,5,342,1,0,0,1,1,0,0,1,0,0
P-02178,4,360,1,0,0,1,1,0,0,0,0,0
P-00036,9,767,1,0,0,2,2,0,0,0,0,0
P-00772,5,435,1,0,0,1,1,0,0,0,0,0
P-07489,8,725,0,0,0,2,2,1,1,5,0,0
P-07263,1,12,0,0,0,1,1,0,0,0,0,0
P-07491,7,454,0,0,0,3,3,0,0,1,0,0
P-07345,3,270,0,0,0,1,1,0,0,0,0,0
P-07488,1,90,0,0,0,2,1,0,0,0,0,0
P-07480,3,270,0,0,0,1,1,0,0,0,0,0
P-00719,2,51,0,0,0,1,1,0,0,0,0,0
P-07476,1,90,0,0,0,1,1,0,0,0,0,0
P-07269,3,270,0,0,0,1,1,0,0,0,0,0
P-00786,1,90,0,0,0,1,1,0,0,0,0,0
P-00718,10,734,0,0,0,2,2,0,0,2,0,0
P-07478,3,167,0,0,0,1,1,0,0,0,0,0
P-07481,2,180,0,0,0,1,1,0,0,0,0,0
P-07264,1,70,0,0,0,1,1,0,0,0,0,0
P-07261,2,67,0,0,0,1,1,0,0,0,0,0
P-07482,1,90,0,0,0,1,1,0,0,0,0,0
P-00787,2,121,0,0,0,1,1,0,0,0,0,0
P-07485,3,213,0,0,1,1,1,0,0,0,0,0
P-07486,4,360,0,0,0,1,1,0,0,0,0,0
P-00717,1,37,0,1,0,1,1,0,0,0,0,0
P-07267,1,67,0,0,0,2,1,0,0,0,0,0
P-07251,3,270,0,0,0,1,1,0,0,0,0,0
P-00714,1,90,0,0,0,1,1,0,0,0,0,0
P-07526,2,180,0,0,0,1,1,0,0,1,0,0
P-07518,4,248,0,0,0,1,1,0,0,0,0,0
P-07519,2,180,0,0,0,1,1,0,0,0,0,0
P-07520,2,210,0,0,0,1,1,0,0,3,0,0
P-07239,6,500,0,0,0,3,3,0,0,0,0,0
P-07522,5,450,0,0,0,1,1,0,0,0,0,0
P-07237,2,34,0,0,0,1,1,0,0,0,0,0
P-07523,1,90,0,0,0,1,1,0,1,0,0,0
P-07232,1,71,0,0,0,1,1,0,0,0,0,0
P-07231,1,7,0,0,0,1,1,0,0,0,0,0
P-07524,1,45,0,0,0,1,1,0,0,0,0,0
P-07525,3,111,0,0,0,1,1,0,0,0,0,0
P-07527,1,90,0,0,0,1,1,0,0,0,0,0
P-07259,3,270,0,0,0,1,1,0,0,1,0,0
P-07229,4,249,0,0,0,1,1,0,0,0,0,0
P-07228,3,270,0,0,0,3,1,0,0,0,0,0
P-07225,4,360,0,0,0,1,1,0,0,0,0,0
P-00704,4,181,0,0,0,1,1,0,0,1,0,0
P-07224,7,630,0,0,0,2,2,1,1,0,0,0
P-07221,1,7,0,0,0,1,1,0,0,0,0,0
P-00798,5,450,0,0,0,1,1,0,0,3,1,0
P-00700,1,9,0,0,0,1,1,0,0,0,0,0
P-00802,1,90,0,0,0,1,1,0,0,0,0,0
P-00803,3,270,0,0,0,1,1,0,0,3,0,0
P-07531,1,90,0,0,0,1,1,0,0,0,0,0
P-00707,1,46,0,0,0,1,1,0,0,0,0,0
P-00795,1,120,0,0,0,1,1,0,1,0,0,0
P-00792,6,530,0,0,0,2,2,0,0,3,0,0
P-07242,3,270,0,0,0,1,1,0,0,0,0,0
P-07257,3,259,0,0,0,1,1,0,0,1,0,0
P-07256,3,182,0,0,0,1,1,0,0,0,0,0
P-00713,2,180,0,0,0,2,1,0,0,0,0,0
P-00712,4,390,0,0,0,1,1,0,0,0,0,0
P-07255,10,930,0,0,0,2,2,1,1,0,0,0
P-07496,4,360,0,0,0,1,1,0,0,1,0,0
P-07254,2,180,0,0,0,1,1,0,0,0,0,1
P-07253,2,180,0,0,0,1,1,0,0,0,0,0
P-07497,1,8,0,0,0,1,1,0,0,0,0,0
P-07252,3,270,0,0,0,1,1,0,0,0,0,0
P-07498,5,480,0,0,0,1,1,1,0,11,0,0
P-07270,3,300,0,0,0,2,1,0,0,0,0,0
P-00789,1,1,0,0,0,2,1,0,0,0,0,0
P-07499,2,180,0,0,0,2,1,0,0,0,0,0
P-07500,1,90,0,0,0,1,1,0,0,0,0,0
P-07501,3,270,0,0,0,1,1,0,0,0,0,0
P-07249,1,26,0,0,0,1,1,0,0,0,0,0
P-07505,1,90,0,0,0,1,1,0,0,0,0,0
P-07248,2,135,0,0,0,1,1,0,0,0,0,0
P-07246,1,90,0,0,0,1,1,0,0,0,0,0
P-07245,3,189,0,0,0,1,1,0,0,0,0,0
P-07511,4,360,0,0,0,1,1,0,0,1,0,0
P-07243,1,34,0,0,0,1,1,0,0,0,0,0
P-07472,5,415,0,0,0,2,2,0,0,1,0,0
P-07273,1,90,0,0,0,1,1,0,0,0,0,0
P-07471,1,90,0,0,0,1,1,0,0,0,0,0
P-00763,3,248,0,0,0,2,1,0,0,1,0,0
P-07323,3,270,0,0,0,1,1,0,0,1,0,0
P-00766,14,1195,0,1,0,3,3,1,1,0,0,0
P-07374,3,270,0,0,0,1,1,0,0,0,0,0
P-07375,1,41,0,0,0,1,1,0,0,0,0,0
P-07320,4,390,0,0,0,2,2,0,0,0,0,0
P-00768,1,20,0,0,0,1,1,0,0,0,0,0
P-07376,1,90,0,0,0,1,1,0,0,0,0,0
P-07377,3,229,0,0,0,1,1,0,0,0,0,0
P-07378,4,360,0,0,0,1,1,0,0,2,0,0
P-00746,2,180,0,0,0,1,1,0,0,0,0,0
P-00745,4,360,0,0,0,1,1,0,0,1,0,0
P-07317,4,240,0,0,0,1,1,0,0,0,0,0
P-00699,3,270,0,0,0,2,2,0,0,0,0,0
P-07316,1,35,0,0,0,1,1,0,0,0,0,0
P-07386,1,29,0,0,0,1,1,0,0,0,0,0
P-07315,2,130,0,0,0,1,1,0,0,0,0,0
P-07313,1,90,0,0,0,1,1,0,0,0,0,0
P-07388,2,179,0,0,0,3,1,0,0,0,0,0
P-00770,1,31,0,0,0,1,1,0,0,0,0,0
P-07390,1,90,0,0,0,1,1,0,0,0,0,0
P-00744,2,83,0,0,0,1,1,0,0,0,0,0
P-07309,3,226,0,0,0,1,1,0,0,0,0,0
P-07394,3,270,0,0,0,1,1,0,0,0,0,0
P-07308,1,90,0,0,0,1,1,0,0,0,0,0
P-07395,3,300,0,0,0,1,1,0,0,1,0,0
P-07370,2,180,0,0,0,1,1,0,0,0,0,0
P-07369,4,390,0,0,0,1,1,0,0,0,0,0
P-07396,6,310,0,0,0,3,3,0,0,0,0,0
P-00749,2,180,0,0,0,1,1,0,0,0,0,0
P-07346,2,210,0,0,0,1,1,0,0,0,0,0
P-07339,4,348,0,0,0,1,1,0,0,0,0,0
P-07347,6,214,0,0,0,1,1,0,0,0,0,0
P-07337,16,1500,0,0,0,4,4,0,0,0,0,1
P-07348,1,12,0,0,0,1,1,0,0,0,0,0
P-00761,2,53,0,0,0,1,1,0,0,0,0,0
P-00757,1,90,0,0,0,1,1,0,0,0,0,0
P-07351,10,900,0,0,0,3,2,2,2,1,0,0
P-07336,6,540,0,0,0,2,2,0,0,0,0,0
P-07353,2,135,0,0,0,1,1,0,0,0,0,0
P-07354,1,52,0,0,0,1,1,0,0,0,0,0
P-00754,4,360,0,0,0,1,1,1,0,0,0,0
P-07356,6,540,0,0,0,1,1,1,1,1,0,0
P-00753,2,92,0,0,0,1,1,0,0,0,0,0
P-07358,2,180,0,0,0,1,1,0,0,0,0,0
P-07335,3,94,0,0,0,1,1,0,0,1,0,0
P-00751,3,244,0,0,0,1,1,0,0,0,0,0
P-07329,4,360,0,0,0,2,1,0,1,0,0,0
P-07327,3,270,0,0,0,1,1,0,0,1,0,0
P-07360,1,90,0,0,0,1,1,0,0,0,0,0
P-07361,1,13,0,0,0,1,1,0,0,0,0,0
P-07362,3,185,0,0,0,1,1,0,0,0,0,0
P-07363,3,270,0,0,0,1,1,0,0,2,0,0
P-07326,1,90,0,0,0,1,1,0,0,0,0,0
P-07325,13,1133,0,0,0,2,2,2,0,6,4,0
P-07307,1,90,0,0,0,1,1,0,0,0,0,0
P-00743,1,90,0,0,0,2,1,0,0,0,0,0
P-00720,1,90,0,0,0,1,1,0,0,0,0,0
P-07285,3,219,0,0,0,1,1,0,0,0,0,0
P-07436,18,1680,0,0,0,3,3,2,1,0,0,0
P-07282,1,90,0,0,0,1,1,0,0,0,0,0
P-00727,11,990,0,0,0,5,5,0,0,0,0,0
P-07439,4,201,0,0,0,1,1,0,0,0,0,0
P-00724,4,360,0,0,0,1,1,1,1,5,0,0
P-00773,3,270,0,0,0,1,1,0,0,0,0,0
P-00775,1,90,0,0,0,1,1,0,0,0,0,0
P-07449,4,360,0,0,0,1,1,0,0,0,0,0
P-07277,1,90,0,0,0,1,1,0,0,0,0,0
P-00777,5,442,0,0,0,1,1,0,0,0,0,0
P-07450,6,540,0,0,0,1,1,0,0,1,0,0
P-07452,1,90,0,0,0,1,1,0,0,0,0,0
P-00779,1,22,0,0,0,1,1,0,0,0,0,0
P-07453,3,265,0,0,0,1,1,0,0,0,0,0
P-07454,4,308,0,0,0,1,1,0,0,0,0,0
P-07344,9,802,0,0,0,2,2,0,0,1,0,0
P-00722,4,360,0,0,0,2,1,0,0,2,0,0
P-07458,2,44,0,0,0,1,1,0,0,0,0,0
P-07459,8,750,0,0,0,2,2,0,0,0,0,0
P-07461,4,360,0,0,0,1,1,1,0,0,0,0
P-07464,6,540,0,0,0,3,1,1,0,0,0,0
P-07272,9,781,0,0,0,2,2,1,1,0,0,0
P-00781,3,174,0,0,0,1,1,0,0,1,0,0
P-00721,1,12,0,0,0,1,1,0,0,0,0,0
P-07467,1,90,0,0,0,1,1,0,0,0,0,0
P-07284,10,812,0,0,0,3,3,0,0,3,0,0
P-07286,2,164,0,0,0,1,1,0,0,0,0,0
P-07399,1,90,0,0,0,1,1,0,0,0,0,0
P-00728,4,289,0,0,0,1,1,0,0,0,0,0
P-00741,4,130,0,0,0,1,1,0,0,0,0,0
P-00740,1,90,0,0,0,1,1,0,1,0,0,0
P-00739,3,235,0,0,0,1,1,0,0,0,0,0
P-07305,1,90,0,0,0,1,1,0,0,0,0,0
P-00735,6,570,0,0,0,3,2,0,0,0,0,0
P-00734,4,347,0,0,0,1,1,0,0,0,0,0
P-07301,5,338,0,0,0,2,2,0,0,0,0,0
P-07417,3,300,0,0,0,1,1,0,0,0,0,0
P-07418,1,120,0,0,0,1,1,0,0,0,0,0
P-00771,2,167,0,0,0,1,1,0,0,0,0,0
P-07419,1,90,0,0,0,1,1,0,0,0,0,0
P-07420,1,90,0,0,0,1,1,0,0,0,0,0
P-07421,1,90,0,0,0,1,1,0,0,0,0,0
P-07299,1,60,0,0,1,1,1,0,0,0,0,0
P-07298,4,360,0,0,0,2,1,1,0,0,0,0
P-00733,6,540,0,0,0,3,2,0,0,0,0,0
P-07428,3,257,0,0,0,1,1,0,0,0,0,0
P-07297,8,750,0,0,0,2,2,0,0,0,0,0
P-00731,3,270,0,0,0,1,1,0,0,0,0,0
P-07430,3,270,0,0,0,1,1,0,0,0,0,0
P-07295,2,180,0,0,0,1,1,0,0,2,0,0
P-07431,3,68,0,0,0,2,2,0,0,0,0,0
P-07291,2,180,0,0,0,1,1,0,0,0,0,0
P-07290,3,270,0,0,0,1,1,0,0,0,0,0
P-07432,1,60,0,0,0,1,1,0,0,0,0,0
P-07532,3,39,0,0,0,1,1,0,0,0,0,0
P-02224,2,180,0,0,0,1,1,0,0,0,0,0
P-07535,2,135,0,0,0,2,2,0,0,0,0,0
P-07851,4,360,0,0,0,2,1,0,0,2,0,0
P-07860,4,360,0,0,0,1,1,0,0,0,0,0
P-07859,8,299,0,0,0,2,2,0,0,0,0,0
P-07858,4,360,0,0,1,1,1,0,0,0,0,0
P-07857,3,154,0,0,0,2,2,0,0,0,0,0
P-07855,1,90,0,0,0,1,1,0,0,0,0,0
P-07854,4,360,0,0,0,1,1,0,0,0,0,0
P-07850,4,123,0,0,0,1,1,0,0,0,0,0
P-07775,2,180,0,0,0,1,1,0,0,0,0,0
P-00626,2,119,0,0,0,1,1,0,0,1,0,0
P-07848,1,39,0,0,0,1,1,0,0,0,0,0
P-00627,3,270,0,0,0,1,1,0,0,0,0,0
P-07846,2,180,0,0,0,1,1,0,0,1,0,0
P-07844,7,660,0,0,0,2,2,0,0,0,0,1
P-07841,2,210,0,0,0,1,1,0,0,0,0,0
P-07862,1,90,0,0,0,1,1,0,0,0,0,0
P-07863,3,270,0,0,0,1,1,0,0,0,0,0
P-07865,1,90,0,0,0,1,1,0,0,0,0,0
P-07866,2,180,0,0,0,1,1,0,0,0,0,0
P-00618,2,180,0,0,0,1,1,0,0,0,0,0
P-00614,13,1028,0,0,1,3,3,0,0,3,1,0
P-00613,3,48,0,0,0,1,1,0,0,0,0,0
P-07871,4,360,0,0,0,1,1,0,0,0,0,0
P-07875,1,90,0,0,0,1,1,0,0,0,0,0
P-07876,6,371,0,0,0,2,2,0,0,0,0,0
P-00611,3,88,0,0,0,1,1,0,0,1,0,0
P-07878,3,270,0,0,0,1,1,0,0,1,0,0
P-07880,1,90,0,0,0,1,1,0,0,0,0,0
P-07881,2,180,0,0,0,1,1,0,0,1,0,0
P-00610,8,750,0,0,0,2,2,1,0,1,0,0
P-07884,2,180,0,0,0,1,1,0,0,0,0,0
P-07886,1,90,0,0,0,2,1,0,0,0,0,0
P-07840,10,930,0,0,0,2,2,1,0,1,0,0
P-07839,5,450,0,0,0,1,1,0,0,0,0,0
P-07834,3,215,0,0,0,1,1,0,0,0,0,0
P-07805,3,270,0,0,0,1,1,0,0,0,0,0
P-07777,2,149,0,0,0,1,1,0,0,0,0,0
P-07780,6,428,0,0,0,2,2,0,0,2,0,0
P-07783,1,90,0,0,0,1,1,0,0,0,0,0
P-07785,1,64,0,0,0,1,1,0,0,0,0,0
P-07786,2,41,0,1,0,1,1,0,0,0,0,0
P-07789,1,46,0,0,0,1,1,0,0,0,0,0
P-07792,4,245,0,0,0,1,1,0,0,0,0,0
P-00638,8,694,0,0,0,2,2,0,0,0,0,0
P-07795,2,180,0,0,0,1,1,0,0,0,0,0
P-00636,4,282,0,0,0,2,2,0,0,0,0,0
P-07799,2,37,0,0,1,1,1,0,0,0,0,0
P-07801,4,360,0,0,0,1,1,0,0,0,0,0
P-00635,4,360,0,0,0,1,1,0,0,1,0,0
P-00634,1,90,0,0,0,2,1,0,0,0,0,0
P-07807,1,90,0,0,0,1,1,0,0,0,0,0
P-07833,6,630,0,0,0,2,2,1,0,0,0,0
P-07810,4,204,0,0,0,2,2,0,0,0,0,0
P-07812,6,540,0,0,0,2,2,0,0,0,0,0
P-00631,5,450,0,0,0,1,1,0,0,0,0,0
P-00630,1,90,0,0,0,1,1,0,0,0,0,0
P-07816,2,180,0,0,0,1,1,0,0,1,0,0
P-07818,9,671,0,0,0,3,3,0,0,1,0,0
P-07820,4,108,0,0,0,1,1,0,0,1,0,0
P-07823,3,192,0,0,0,1,1,1,0,0,0,0
P-07824,3,270,0,0,0,1,1,0,0,0,0,0
P-07825,4,390,0,0,0,1,1,0,0,0,0,0
P-07826,1,2,0,0,0,1,1,0,0,0,0,0
P-07828,1,60,0,0,0,1,1,0,0,0,0,0
P-07831,2,26,0,0,0,1,1,0,0,0,0,0
P-07832,2,111,0,0,0,1,1,0,0,0,0,0
P-07887,3,236,0,0,0,1,1,0,0,0,0,0
P-07889,4,274,0,0,0,1,1,0,0,0,0,0
P-07890,1,9,0,0,0,2,1,0,1,0,0,0
P-07984,3,270,0,0,0,1,1,0,0,0,0,0
P-00594,5,450,0,0,0,1,1,0,0,0,0,0
P-07964,4,360,0,0,0,2,2,0,0,1,0,0
P-00590,2,89,0,0,0,1,1,0,0,0,0,0
P-07967,7,537,0,0,0,2,2,0,0,0,0,0
P-07969,4,360,0,0,0,1,1,0,0,2,0,0
P-00589,3,253,0,0,0,1,1,0,0,0,0,0
P-07972,3,270,0,0,0,1,1,0,0,0,0,0
P-07973,1,4,0,0,0,1,1,0,0,0,0,0
P-07975,1,90,0,0,0,1,1,0,0,0,0,0
P-07977,4,390,0,0,0,2,2,0,0,0,0,0
P-00586,1,90,0,0,0,1,1,0,0,0,0,0
P-07980,1,3,0,0,0,1,1,0,0,0,0,0
P-07982,2,180,0,0,0,1,1,0,0,0,0,0
P-07983,1,15,0,0,0,1,1,1,1,0,0,0
P-07985,5,450,0,0,0,2,2,0,0,0,0,0
P-07955,2,122,0,0,0,1,1,0,0,0,0,0
P-07989,1,90,0,0,0,1,1,0,0,0,0,0
P-07991,1,90,0,0,0,1,1,0,0,0,0,0
P-07992,3,89,0,0,0,1,1,0,0,0,0,0
P-07995,2,180,0,0,0,1,1,0,0,0,0,0
P-07997,2,180,0,0,0,1,1,0,0,1,0,0
P-07998,2,98,0,0,0,1,1,0,0,0,0,0
P-08000,4,360,0,0,0,1,1,0,0,0,0,0
P-08001,3,270,0,0,0,1,1,0,0,0,0,0
P-08008,1,90,0,0,0,1,1,0,0,0,0,0
P-08012,2,57,0,0,0,1,1,0,0,0,0,0
P-00581,2,12,0,0,0,1,1,0,0,0,0,0
P-08017,1,30,0,0,0,1,1,0,0,0,0,0
P-00580,4,390,0,0,0,1,1,0,0,0,0,0
P-08019,2,210,0,0,0,1,1,0,0,0,0,0
P-07956,2,180,0,0,0,1,1,0,0,0,0,0
P-00595,3,270,0,0,0,1,1,0,0,0,0,0
P-07891,3,270,0,0,0,1,1,0,0,2,1,0
P-07920,9,840,0,0,0,3,2,0,0,0,0,0
P-07895,1,16,0,0,0,1,1,0,0,0,0,0
P-07897,3,255,0,0,0,1,1,0,0,0,0,0
P-07898,11,1020,0,0,0,3,3,1,0,0,0,0
P-07899,2,135,0,0,0,1,1,0,0,0,0,0
P-07900,3,182,0,0,0,1,1,0,0,0,0,0
P-00607,3,270,0,0,0,1,1,0,0,1,0,0
P-07902,1,90,0,0,0,1,1,0,0,0,0,0
P-07905,2,180,0,0,0,1,1,0,1,0,0,0
P-00605,3,270,0,0,0,1,1,0,0,0,0,0
P-07909,5,406,0,0,0,2,2,0,0,0,0,0
P-07911,1,90,0,0,0,2,1,0,0,0,0,0
P-07912,2,2,0,0,0,2,2,0,0,0,0,0
P-07913,1,90,0,0,0,1,1,0,0,0,0,0
P-00604,5,480,0,0,0,2,2,0,0,0,0,0
P-07925,2,142,0,0,0,1,1,0,0,1,0,0
P-07951,3,186,0,0,0,1,1,0,0,1,1,0
P-07929,6,540,0,0,0,1,1,0,0,0,0,0
P-00598,1,90,0,0,0,1,1,0,0,0,0,0
P-00597,3,270,0,0,0,1,1,0,0,0,0,0
P-00596,3,270,0,0,0,1,1,0,0,0,0,0
P-07936,1,32,0,0,0,1,1,0,0,0,0,0
P-07938,3,270,0,0,0,1,1,0,0,0,0,0
P-07939,1,1,0,0,0,2,1,0,0,0,0,0
P-07940,3,270,0,0,0,1,1,0,0,0,0,0
P-07943,1,90,0,0,0,1,1,0,0,0,0,0
P-07944,3,270,0,0,0,1,1,0,0,0,0,0
P-07945,4,253,0,0,0,1,1,0,0,0,0,0
P-07946,6,540,0,0,0,1,1,0,0,0,0,0
P-07947,2,180,0,0,0,1,1,0,0,0,0,0
P-07950,1,90,0,0,0,2,1,0,0,0,0,0
P-00642,4,360,0,0,0,1,1,0,0,0,0,0
P-00643,6,540,0,0,0,1,1,0,0,13,0,0
P-00698,4,159,0,0,0,2,2,0,0,0,0,0
P-07616,4,360,0,0,0,1,1,0,0,0,0,0
P-00677,7,630,0,0,0,2,2,0,0,0,0,0
P-07626,8,722,0,0,0,2,2,0,0,0,0,0
P-07625,3,270,0,0,0,1,1,0,0,0,0,0
P-00678,1,14,0,0,0,1,1,0,0,0,0,0
P-07621,2,180,0,0,0,2,2,0,0,0,0,0
P-07215,4,222,0,0,0,1,1,0,0,0,0,0
P-07615,2,131,0,0,0,1,1,0,0,0,0,0
P-07772,3,270,0,0,0,1,1,0,0,0,0,0
P-07614,6,570,0,0,0,2,2,0,0,1,0,0
P-00681,3,226,0,0,0,1,1,0,0,1,0,0
P-07609,3,26,0,0,0,1,1,0,0,0,0,0
P-07608,9,763,0,0,0,2,2,0,0,5,1,0
P-00682,1,55,0,0,0,1,1,0,0,0,0,0
P-00686,2,10,0,0,0,1,1,0,0,0,0,0
P-07631,5,433,0,0,0,2,2,0,0,0,0,0
P-07632,2,180,0,0,0,1,1,0,0,1,0,0
P-07635,1,90,0,0,0,1,1,0,0,0,0,0
P-07637,3,270,0,0,0,1,1,0,0,0,0,0
P-07638,6,540,0,0,0,1,1,0,0,0,0,0
P-00674,3,270,0,0,0,1,1,0,0,0,0,0
P-07640,4,360,0,0,0,2,2,0,0,2,0,0
P-07641,2,180,0,0,0,2,1,0,0,0,0,0
P-07642,1,60,0,0,0,1,1,0,0,0,0,0
P-07643,3,268,0,0,0,1,1,0,0,0,0,0
P-07646,2,180,0,0,0,1,1,0,0,0,0,0
P-07647,3,96,0,0,0,1,1,0,0,0,0,0
P-07649,3,270,0,0,0,1,1,0,0,0,0,0
P-07652,1,45,0,0,0,1,1,0,0,0,0,0
P-07654,2,136,0,0,0,1,1,0,0,0,0,0
P-07657,5,254,0,0,0,2,2,0,0,0,0,0
P-07658,4,360,0,0,0,2,1,0,1,2,2,0
P-07604,3,270,0,0,0,1,1,0,0,0,0,0
P-07599,3,270,0,0,0,1,1,0,0,0,0,0
P-00690,4,249,0,0,0,1,1,0,0,1,0,0
P-07563,2,180,0,0,0,2,1,0,0,0,0,0
P-00695,4,360,0,0,0,1,1,0,0,0,0,0
P-00694,4,360,0,0,0,2,2,0,0,0,0,0
P-07540,1,90,0,0,0,1,1,0,0,0,0,0
P-07544,4,360,0,0,0,1,1,0,0,0,0,0
P-07546,5,450,0,0,0,1,1,0,0,1,0,0
P-07547,4,123,0,0,0,1,1,0,0,1,0,0
P-07550,3,270,0,0,0,2,1,0,0,0,0,0
P-07551,1,20,0,0,0,1,1,0,0,0,0,0
P-07552,3,184,0,0,0,1,1,0,0,0,0,0
P-07555,2,93,0,0,0,1,1,0,0,1,0,0
P-07556,1,72,0,0,0,1,1,0,0,0,0,0
P-07558,2,73,0,0,0,1,1,0,0,0,0,0
P-07559,3,179,0,0,0,2,1,0,0,0,0,0
P-07562,5,215,0,0,0,2,2,0,0,0,0,0
P-07564,2,146,0,0,0,1,1,0,0,0,0,0
P-07596,1,90,0,0,0,1,1,0,0,0,0,0
P-07566,2,166,0,0,1,1,1,0,0,0,0,0
P-07567,3,270,0,0,0,1,1,0,0,0,0,0
P-07570,2,90,0,0,0,1,1,0,1,0,0,0
P-07571,1,90,0,0,0,1,1,0,0,0,0,0
P-00693,2,109,0,0,0,1,1,0,0,0,0,0
P-07575,3,218,0,0,0,1,1,0,0,0,0,0
P-07576,3,204,0,0,0,1,1,0,0,0,0,0
P-07580,1,24,0,0,0,1,1,0,0,0,0,0
P-07583,4,360,0,0,0,1,1,0,0,0,0,0
P-07584,1,90,0,0,0,1,1,0,0,0,0,0
P-07586,1,90,0,0,0,1,1,0,0,0,0,0
P-07589,2,96,0,0,0,1,1,0,0,0,0,0
P-00692,1,120,0,0,0,1,1,0,0,1,1,0
P-00691,3,258,0,0,0,1,1,0,0,1,0,0
P-00671,2,164,0,0,0,1,1,0,0,0,0,0
P-07660,2,210,0,0,0,1,1,0,0,0,0,0
P-07666,1,90,0,0,0,2,1,0,0,0,0,0
P-00653,5,450,0,0,0,2,2,0,0,0,0,0
P-07726,4,390,0,0,0,1,1,0,0,0,0,0
P-00655,8,363,0,0,0,2,2,0,0,0,0,0
P-07729,6,540,0,0,0,1,1,0,0,0,0,0
P-07732,2,148,0,0,0,1,1,0,0,0,0,0
P-07733,1,55,0,0,0,1,1,0,0,0,0,0
P-07735,2,107,0,0,0,1,1,0,0,0,0,0
P-07739,1,14,0,0,0,1,1,0,0,0,0,0
P-07741,2,180,0,0,0,1,1,0,0,0,0,0
P-07742,3,258,0,0,0,1,1,0,0,2,0,0
P-00654,5,450,0,0,0,1,1,0,0,1,0,0
P-07744,2,98,0,0,0,1,1,0,0,0,0,0
P-07746,1,52,0,0,0,1,1,0,0,0,0,0
P-07747,1,120,0,0,0,1,1,0,0,0,0,0
P-07748,3,270,0,0,0,1,1,0,0,0,0,0
P-07751,3,177,0,0,0,1,1,0,0,0,0,0
P-00658,3,270,0,0,0,1,1,0,0,0,0,0
P-07752,7,425,0,0,0,2,2,0,1,1,0,0
P-07754,1,90,0,0,0,2,1,0,0,0,0,0
P-00647,3,140,0,0,0,1,1,0,0,0,0,0
P-00646,2,177,0,0,0,1,1,0,0,0,0,0
P-07757,4,172,0,0,0,2,1,0,0,0,0,0
P-07758,3,41,0,0,0,1,1,0,0,0,0,0
P-07760,2,180,0,0,0,1,1,0,0,0,0,0
P-07761,3,270,0,0,0,1,1,0,0,0,0,1
P-07762,1,25,0,0,0,1,1,0,0,0,0,0
P-07764,1,75,0,0,0,1,1,0,0,0,0,0
P-07765,11,970,0,0,0,3,3,0,0,0,0,0
P-07766,1,90,0,0,0,1,1,0,0,0,0,0
P-07768,1,90,0,0,0,1,1,0,0,0,0,0
P-07770,1,4,0,0,1,1,1,0,0,0,0,0
P-07724,5,442,0,0,0,3,1,0,1,0,0,0
P-07721,4,125,0,0,0,1,1,0,0,1,0,0
P-07667,6,192,0,0,0,2,2,1,0,0,0,0
P-07691,3,62,0,0,0,1,1,0,0,0,0,0
P-07668,1,90,0,0,0,1,1,0,0,0,0,0
P-07670,2,19,0,0,0,1,1,0,0,0,0,0
P-07672,1,90,0,0,0,1,1,0,0,0,0,0
P-00669,1,90,0,0,0,2,1,0,0,0,0,0
P-07674,3,270,0,0,0,1,1,0,0,0,0,0
P-07675,2,107,0,0,0,1,1,0,0,1,0,0
