player_id,total_games_played,n_minutes_played,yellow_card,second_yellow_card,red_card,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,total_own_goals
P-01136,0,0,0,0,0,1,0,0,0,0,0,0
P-01137,0,0,0,0,0,1,0,0,0,0,0,0
P-01138,0,0,0,0,0,1,0,0,0,0,0,0
P-01142,0,0,0,0,0,2,0,0,0,0,0,0
P-01144,0,0,0,0,0,2,0,0,0,0,0,0
P-01146,0,0,0,0,0,1,0,0,0,0,0,0
P-01152,0,0,0,0,0,1,0,0,1,0,0,0
P-01160,0,0,0,0,0,1,0,0,0,0,0,0
P-01174,0,0,0,0,0,1,0,0,0,0,0,0
P-01180,0,0,0,0,0,2,0,0,0,0,0,0
P-01187,0,0,0,0,0,1,0,0,0,0,0,0
P-01190,0,0,0,0,0,1,0,0,0,0,0,0
P-01192,0,0,0,0,0,1,0,0,0,0,0,0
P-01209,0,0,0,0,0,1,0,0,0,0,0,0
P-01213,0,0,0,0,0,1,0,0,0,0,0,0
P-01220,0,0,0,0,0,1,0,0,0,0,0,0
P-01222,0,0,0,0,0,1,0,0,0,0,0,0
P-01230,0,0,0,0,0,1,0,0,0,0,0,0
P-01233,0,0,0,0,0,1,0,0,0,0,0,0
P-01241,0,0,0,0,0,1,0,0,0,0,0,0
P-01253,0,0,0,0,0,1,0,0,0,0,0,0
P-01256,0,0,0,0,0,1,0,0,0,0,0,0
P-01264,0,0,0,0,0,1,0,0,0,0,0,0
P-01279,0,0,0,0,0,1,0,0,0,0,0,0
P-01281,0,0,0,0,0,1,0,0,0,0,0,0
P-01283,0,0,0,0,0,1,0,0,0,0,0,0
P-01284,0,0,0,0,0,1,0,0,0,0,0,0
P-01287,0,0,0,0,0,1,0,0,0,0,0,0
P-01296,0,0,0,0,0,1,0,0,0,0,0,0
P-01300,0,0,0,0,0,1,0,0,0,0,0,0
P-01306,0,0,0,0,0,1,0,0,0,0,0,0
P-01314,0,0,0,0,0,1,0,0,0,0,0,0
P-01315,0,0,0,0,0,1,0,0,0,0,0,0
P-01317,0,0,0,0,0,1,0,0,1,0,0,0
P-01318,0,0,0,0,0,1,0,0,0,0,0,0
P-01319,0,0,0,0,0,1,0,0,0,0,0,0
P-01322,0,0,0,0,0,1,0,0,0,0,0,0
P-01323,0,0,0,0,0,1,0,0,0,0,0,0
P-01324,0,0,0,0,0,1,0,0,0,0,0,0
P-01329,0,0,0,0,0,1,0,0,0,0,0,0
P-01330,0,0,0,0,0,2,0,0,0,0,0,0
P-01343,0,0,0,0,0,1,0,0,0,0,0,0
P-01345,0,0,0,0,0,1,0,0,0,0,0,0
P-01349,0,0,0,0,0,1,0,0,0,0,0,0
P-01350,0,0,0,0,0,1,0,0,0,0,0,0
P-01352,0,0,0,0,0,2,0,0,2,0,0,0
P-01358,0,0,0,0,0,1,0,0,0,0,0,0
P-01367,0,0,0,0,0,1,0,0,0,0,0,0
P-01371,0,0,0,0,0,1,0,0,0,0,0,0
P-01372,0,0,0,0,0,1,0,0,0,0,0,0
P-01373,0,0,0,0,0,1,0,0,0,0,0,0
P-01374,0,0,0,0,0,1,0,0,0,0,0,0
P-01378,0,0,0,0,0,1,0,0,0,0,0,0
P-01381,0,0,0,0,0,1,0,0,0,0,0,0
P-01399,0,0,0,0,0,1,0,0,0,0,0,0
P-01401,0,0,0,0,0,1,0,0,0,0,0,0
P-01404,0,0,0,0,0,1,0,0,0,0,0,0
P-01413,0,0,0,0,0,1,0,0,0,0,0,0
P-01419,0,0,0,0,0,1,0,0,0,0,0,0
P-01422,0,0,0,0,0,1,0,0,0,0,0,0
P-01426,0,0,0,0,0,1,0,0,0,0,0,0
P-01427,0,0,0,0,0,1,0,0,0,0,0,0
P-01443,0,0,0,0,0,1,0,0,0,0,0,0
P-01449,0,0,0,0,0,1,0,0,0,0,0,0
P-01465,0,0,0,0,0,1,0,0,0,0,0,0
P-01466,0,0,0,0,0,1,0,0,0,0,0,0
P-01468,0,0,0,0,0,1,0,0,0,0,0,0
P-01477,0,0,0,0,0,1,0,0,0,0,0,0
P-01481,0,0,0,0,0,1,0,0,0,0,0,0
P-01490,0,0,0,0,0,1,0,0,0,0,0,0
P-01501,0,0,0,0,0,1,0,0,0,0,0,0
P-01508,0,0,0,0,0,1,0,0,0,0,0,0
P-01510,0,0,0,0,0,1,0,0,0,0,0,0
P-01514,0,0,0,0,0,1,0,0,0,0,0,0
P-01522,0,0,0,0,0,1,0,0,0,0,0,0
P-01526,0,0,0,0,0,1,0,0,0,0,0,0
P-01528,0,0,0,0,0,1,0,0,0,0,0,0
P-01544,0,0,0,0,0,1,0,0,0,0,0,0
P-01548,0,0,0,0,0,1,0,0,0,0,0,0
P-01549,0,0,0,0,0,1,0,0,0,0,0,0
P-01553,0,0,0,0,0,1,0,0,0,0,0,0
P-01554,0,0,0,0,0,1,0,0,0,0,0,0
P-01561,0,0,0,0,0,1,0,0,0,0,0,0
P-01565,0,0,0,0,0,1,0,0,0,0,0,0
P-01568,0,0,0,0,0,1,0,0,0,0,0,0
P-01571,0,0,0,0,0,1,0,0,0,0,0,0
P-01579,0,0,0,0,0,1,0,0,0,0,0,0
P-01581,0,0,0,0,0,1,0,0,0,0,0,0
P-01583,0,0,0,0,0,1,0,0,0,0,0,0
P-01584,0,0,0,0,0,1,0,0,0,0,0,0
P-01587,0,0,0,0,0,1,0,0,1,0,0,0
P-01591,0,0,0,0,0,1,0,0,0,0,0,0
P-01599,0,0,0,0,0,1,0,0,0,0,0,0
P-01603,0,0,0,0,0,1,0,0,0,0,0,0
P-01613,0,0,0,0,0,1,0,0,0,0,0,0
P-01620,0,0,0,0,0,1,0,0,0,0,0,0
P-01623,0,0,0,0,0,1,0,0,0,0,0,0
P-01636,0,0,0,0,0,1,0,0,0,0,0,0
P-01638,0,0,0,0,0,2,0,0,0,0,0,0
P-01649,0,0,0,0,0,1,0,0,0,0,0,0
P-01651,0,0,0,0,0,1,0,0,0,0,0,0
P-01660,0,0,0,0,0,1,0,0,0,0,0,0
P-01668,0,0,0,0,0,1,0,0,0,0,0,0
P-01669,0,0,0,0,0,1,0,0,0,0,0,0
P-01670,0,0,0,0,0,1,0,0,0,0,0,0
P-01672,0,0,0,0,0,1,0,0,0,0,0,0
P-01675,0,0,0,0,0,1,0,0,0,0,0,0
P-01676,0,0,0,0,0,1,0,0,0,0,0,0
P-01679,0,0,0,0,0,1,0,0,0,0,0,0
P-01685,0,0,0,0,0,1,0,0,0,0,0,0
P-01691,0,0,0,0,0,1,0,0,0,0,0,0
P-01692,0,0,0,0,0,1,0,0,0,0,0,0
P-01695,0,0,0,0,0,1,0,0,0,0,0,0
P-01699,0,0,0,0,0,1,0,0,0,0,0,0
P-01702,0,0,0,0,0,1,0,0,0,0,0,0
P-01704,0,0,0,0,0,2,0,0,0,0,0,0
P-01707,0,0,0,0,0,1,0,0,0,0,0,0
P-01715,0,0,0,0,0,1,0,0,0,0,0,0
P-01718,0,0,0,0,0,1,0,0,0,0,0,0
P-01722,0,0,0,0,0,1,0,0,0,0,0,0
P-01729,0,0,0,0,0,1,0,0,0,0,0,0
P-01732,0,0,0,0,0,1,0,0,0,0,0,0
P-01738,0,0,0,0,0,1,0,0,0,0,0,0
P-01741,0,0,0,0,0,1,0,0,0,0,0,0
P-01744,0,0,0,0,0,1,0,0,0,0,0,0
P-01745,0,0,0,0,0,1,0,0,0,0,0,0
P-01747,0,0,0,0,0,1,0,0,0,0,0,0
P-01754,0,0,0,0,0,1,0,0,0,0,0,0
P-01757,0,0,0,0,0,1,0,0,0,0,0,0
P-01759,0,0,0,0,0,1,0,0,0,0,0,0
P-01761,0,0,0,0,0,1,0,0,0,0,0,0
P-01779,0,0,0,0,0,1,0,0,0,0,0,0
P-01785,0,0,0,0,0,1,0,0,0,0,0,0
P-01788,0,0,0,0,0,1,0,0,0,0,0,0
P-01794,0,0,0,0,0,1,0,0,0,0,0,0
P-01798,0,0,0,0,0,1,0,0,0,0,0,0
P-01817,0,0,0,0,0,1,0,0,0,0,0,0
P-01820,0,0,0,0,0,1,0,0,0,0,0,0
P-01832,0,0,0,0,0,1,0,0,0,0,0,0
P-01840,0,0,0,0,0,1,0,0,0,0,0,0
P-01842,0,0,0,0,0,1,0,0,0,0,0,0
P-01847,0,0,0,0,0,1,0,0,0,0,0,0
P-01855,0,0,0,0,0,1,0,0,0,0,0,0
P-01862,0,0,0,0,0,1,0,0,0,0,0,0
P-01865,0,0,0,0,0,1,0,0,0,0,0,0
P-01868,0,0,0,0,0,1,0,0,0,0,0,0
P-01872,0,0,0,0,0,1,0,0,0,0,0,0
P-01874,0,0,0,0,0,1,0,0,0,0,0,0
P-01878,0,0,0,0,0,1,0,0,0,0,0,0
P-01884,0,0,0,0,0,1,0,0,0,0,0,0
P-01892,0,0,0,0,0,1,0,0,0,0,0,0
P-01894,0,0,0,0,0,1,0,0,0,0,0,0
P-01899,0,0,0,0,0,1,0,0,0,0,0,0
P-01909,0,0,0,0,0,1,0,0,0,0,0,0
P-01913,0,0,0,0,0,1,0,0,0,0,0,0
P-01915,0,0,0,0,0,2,0,0,0,0,0,0
P-01923,0,0,0,0,0,1,0,0,0,0,0,0
P-01934,0,0,0,0,0,1,0,0,0,0,0,0
P-01935,0,0,0,0,0,1,0,0,0,0,0,0
P-01939,0,0,0,0,0,1,0,0,0,0,0,0
P-01948,0,0,0,0,0,1,0,0,0,0,0,0
P-01979,0,0,0,0,0,1,0,0,0,0,0,0
P-01991,0,0,0,0,0,1,0,0,0,0,0,0
P-01996,0,0,0,0,0,1,0,0,0,0,0,0
P-02007,0,0,0,0,0,1,0,0,0,0,0,0
P-02008,0,0,0,0,0,1,0,0,0,0,0,0
P-02016,0,0,0,0,0,1,0,0,0,0,0,0
P-02017,0,0,0,0,0,1,0,0,0,0,0,0
P-02019,0,0,0,0,0,1,0,0,0,0,0,0
P-02022,0,0,0,0,0,1,0,0,0,0,0,0
P-02023,0,0,0,0,0,1,0,0,0,0,0,0
P-02041,0,0,0,0,0,1,0,0,0,0,0,0
P-02050,0,0,0,0,0,1,0,0,0,0,0,0
P-02051,0,0,0,0,0,1,0,0,0,0,0,0
P-02054,0,0,0,0,0,1,0,0,0,0,0,0
P-02057,0,0,0,0,0,1,0,0,0,0,0,0
P-02063,0,0,0,0,0,1,0,0,0,0,0,0
P-02066,0,0,0,0,0,1,0,0,0,0,0,0
P-02069,0,0,0,0,0,1,0,0,0,0,0,0
P-02072,0,0,0,0,0,1,0,0,0,0,0,0
P-02082,0,0,0,0,0,1,0,0,0,0,0,0
P-02088,0,0,0,0,0,1,0,0,0,0,0,0
P-02091,0,0,0,0,0,1,0,0,0,0,0,0
P-02092,0,0,0,0,0,1,0,0,0,0,0,0
P-02093,0,0,0,0,0,1,0,0,0,0,0,0
P-02106,0,0,0,0,0,1,0,0,1,0,0,0
P-02107,0,0,0,0,0,1,0,0,0,0,0,0
P-02110,0,0,0,0,0,1,0,0,0,0,0,0
P-02114,0,0,0,0,0,1,0,0,0,0,0,0
P-02119,0,0,0,0,0,1,0,0,0,0,0,0
P-02126,0,0,0,0,0,1,0,0,0,0,0,0
P-02128,0,0,0,0,0,1,0,0,0,0,0,0
P-02129,0,0,0,0,0,1,0,0,0,0,0,0
P-02136,0,0,0,0,0,1,0,0,0,0,0,0
P-02139,0,0,0,0,0,1,0,0,0,0,0,0
P-02143,0,0,0,0,0,1,0,0,0,0,0,0
P-02153,0,0,0,0,0,1,0,0,0,0,0,0
P-02165,0,0,0,0,0,2,0,0,0,0,0,0
P-02180,0,0,0,0,0,1,0,0,0,0,0,0
P-02182,0,0,0,0,0,2,0,0,0,0,0,0
P-02187,0,0,0,0,0,1,0,0,0,0,0,0
P-02189,0,0,0,0,0,1,0,0,0,0,0,0
P-02202,0,0,0,0,0,1,0,0,0,0,0,0
P-02205,0,0,0,0,0,1,0,0,0,0,0,0
P-02218,0,0,0,0,0,1,0,0,0,0,0,0
P-02223,0,0,0,0,0,1,0,0,0,0,0,0
P-02238,0,0,0,0,0,1,0,0,0,0,0,0
P-02241,0,0,0,0,0,1,0,0,0,0,0,0
P-02253,0,0,0,0,0,1,0,0,0,0,0,0
P-02263,0,0,0,0,0,1,0,0,0,0,0,0
P-02266,0,0,0,0,0,1,0,0,0,0,0,0
P-02281,0,0,0,0,0,1,0,0,0,0,0,0
P-02288,0,0,0,0,0,1,0,0,0,0,0,0
P-02302,0,0,0,0,0,1,0,0,0,0,0,0
P-02319,0,0,0,0,0,1,0,0,0,0,0,0
P-02323,0,0,0,0,0,2,0,0,0,0,0,0
P-02325,0,0,0,0,0,1,0,0,0,0,0,0
P-02335,0,0,0,0,0,1,0,0,0,0,0,0
P-02352,0,0,0,0,0,1,0,0,0,0,0,0
P-02355,0,0,0,0,0,1,0,0,0,0,0,0
P-02361,0,0,0,0,0,1,0,0,0,0,0,0
P-02369,0,0,0,0,0,1,0,0,0,0,0,0
P-02375,0,0,0,0,0,1,0,0,0,0,0,0
P-02380,0,0,0,0,0,1,0,0,0,0,0,0
P-02385,0,0,0,0,0,1,0,0,0,0,0,0
P-02391,0,0,0,0,0,1,0,0,0,0,0,0
P-02393,0,0,0,0,0,1,0,0,0,0,0,0
P-02402,0,0,0,0,0,1,0,0,0,0,0,0
P-02407,0,0,0,0,0,1,0,0,0,0,0,0
P-02409,0,0,0,0,0,2,0,0,0,0,0,0
P-02411,0,0,0,0,0,1,0,0,0,0,0,0
P-02418,0,0,0,0,0,1,0,0,0,0,0,0
P-02420,0,0,0,0,0,1,0,0,0,0,0,0
P-02422,0,0,0,0,0,2,0,0,0,0,0,0
P-02427,0,0,0,0,0,1,0,0,0,0,0,0
P-02429,0,0,0,0,0,1,0,0,0,0,0,0
P-02433,0,0,0,0,0,1,0,0,0,0,0,0
P-02452,0,0,0,0,0,1,0,0,0,0,0,0
P-02454,0,0,0,0,0,1,0,0,0,0,0,0
P-02462,0,0,0,0,0,1,0,0,0,0,0,0
P-02468,0,0,0,0,0,1,0,0,0,0,0,0
P-02476,0,0,0,0,0,1,0,0,0,0,0,0
P-02479,0,0,0,0,0,1,0,0,0,0,0,0
P-02481,0,0,0,0,0,1,0,0,0,0,0,0
P-02488,0,0,0,0,0,1,0,0,0,0,0,0
P-02489,0,0,0,0,0,1,0,0,0,0,0,0
P-02501,0,0,0,0,0,1,0,0,0,0,0,0
P-02509,0,0,0,0,0,1,0,0,0,0,0,0
P-02516,0,0,0,0,0,1,0,0,0,0,0,0
P-02549,0,0,0,0,0,1,0,0,0,0,0,0
P-02550,0,0,0,0,0,1,0,0,0,0,0,0
P-02552,0,0,0,0,0,1,0,0,0,0,0,0
P-02556,0,0,0,0,0,2,0,0,0,0,0,0
P-02574,0,0,0,0,0,1,0,0,0,0,0,0
P-02598,0,0,0,0,0,1,0,0,0,0,0,0
P-02609,0,0,0,0,0,1,0,0,0,0,0,0
P-02612,0,0,0,0,0,1,0,0,0,0,0,0
P-02614,0,0,0,0,0,1,0,0,0,0,0,0
P-02615,0,0,0,0,0,1,0,0,0,0,0,0
P-02618,0,0,0,0,0,1,0,0,0,0,0,0
P-02619,0,0,0,0,0,1,0,0,0,0,0,0
P-02620,0,0,0,0,0,1,0,0,0,0,0,0
P-02624,0,0,0,0,0,1,0,0,0,0,0,0
P-02626,0,0,0,0,0,1,0,0,0,0,0,0
P-02632,0,0,0,0,0,1,0,0,0,0,0,0
P-02635,0,0,0,0,0,1,0,0,0,0,0,0
P-02641,0,0,0,0,0,1,0,0,0,0,0,0
P-02651,0,0,0,0,0,1,0,0,0,0,0,0
P-02667,0,0,0,0,0,1,0,0,0,0,0,0
P-02671,0,0,0,0,0,2,0,0,0,0,0,0
P-02672,0,0,0,0,0,1,0,0,0,0,0,0
P-02679,0,0,0,0,0,1,0,0,0,0,0,0
P-02683,0,0,0,0,0,1,0,0,0,0,0,0
P-02684,0,0,0,0,0,1,0,0,0,0,0,0
P-02687,0,0,0,0,0,1,0,0,0,0,0,0
P-02688,0,0,0,0,0,1,0,0,0,0,0,0
P-02689,0,0,0,0,0,1,0,0,0,0,0,0
P-02697,0,0,0,0,0,1,0,0,0,0,0,0
P-02701,0,0,0,0,0,2,0,0,0,0,0,0
P-02702,0,0,0,0,0,1,0,0,0,0,0,0
P-02706,0,0,0,0,0,1,0,0,0,0,0,0
P-02732,0,0,0,0,0,1,0,0,0,0,0,0
P-02740,0,0,0,0,0,1,0,0,0,0,0,0
P-02741,0,0,0,0,0,1,0,0,0,0,0,0
P-02742,0,0,0,0,0,1,0,0,0,0,0,0
P-02744,0,0,0,0,0,1,0,0,0,0,0,0
P-02745,0,0,0,0,0,1,0,0,0,0,0,0
P-02753,0,0,0,0,0,1,0,0,0,0,0,0
P-02755,0,0,0,0,0,1,0,0,0,0,0,0
P-02760,0,0,0,0,0,1,0,0,0,0,0,0
P-02765,0,0,0,0,0,1,0,0,0,0,0,0
P-02767,0,0,0,0,0,1,0,0,0,0,0,0
P-02768,0,0,0,0,0,1,0,0,0,0,0,0
P-02776,0,0,0,0,0,1,0,0,0,0,0,0
P-02783,0,0,0,0,0,1,0,0,0,0,0,0
P-02792,0,0,0,0,0,1,0,0,0,0,0,0
P-02793,0,0,0,0,0,1,0,0,0,0,0,0
P-02796,0,0,0,0,0,1,0,0,0,0,0,0
P-02821,0,0,0,0,0,1,0,0,0,0,0,0
P-02827,0,0,0,0,0,1,0,0,0,0,0,0
P-02828,0,0,0,0,0,1,0,0,0,0,0,0
P-02834,0,0,0,0,0,1,0,0,0,0,0,0
P-02835,0,0,0,0,0,1,0,0,0,0,0,0
P-02837,0,0,0,0,0,1,0,0,0,0,0,0
P-02839,0,0,0,0,0,1,0,0,0,0,0,0
P-02845,0,0,0,0,0,1,0,0,0,0,0,0
P-02849,0,0,0,0,0,1,0,0,0,0,0,0
P-02856,0,0,0,0,0,1,0,0,0,0,0,0
P-02858,0,0,0,0,0,1,0,0,0,0,0,0
P-02861,0,0,0,0,0,1,0,0,0,0,0,0
P-02864,0,0,0,0,0,2,0,0,0,0,0,0
P-02869,0,0,0,0,0,2,0,0,0,0,0,0
P-02870,0,0,0,0,0,1,0,0,0,0,0,0
P-02883,0,0,0,0,0,1,0,0,0,0,0,0
P-02885,0,0,0,0,0,1,0,0,0,0,0,0
P-02891,0,0,0,0,0,1,0,0,0,0,0,0
P-02899,0,0,0,0,0,1,0,0,0,0,0,0
P-02913,0,0,0,0,0,1,0,0,0,0,0,0
P-02921,0,0,0,0,0,1,0,0,0,0,0,0
P-02933,0,0,0,0,0,1,0,0,0,0,0,0
P-02937,0,0,0,0,0,1,0,0,0,0,0,0
P-02945,0,0,0,0,0,1,0,0,0,0,0,0
P-02948,0,0,0,0,0,1,0,0,0,0,0,0
P-02960,0,0,0,0,0,1,0,0,0,0,0,0
P-02963,0,0,0,0,0,1,0,0,0,0,0,0
P-02965,0,0,0,0,0,1,0,0,0,0,0,0
P-02968,0,0,0,0,0,1,0,0,1,0,0,0
P-02984,0,0,0,0,0,1,0,0,0,0,0,0
P-02991,0,0,0,0,0,1,0,0,0,0,0,0
P-02992,0,0,0,0,0,1,0,0,0,0,0,0
P-03000,0,0,0,0,0,1,0,0,0,0,0,0
P-03002,0,0,0,0,0,1,0,0,0,0,0,0
P-03009,0,0,0,0,0,1,0,0,0,0,0,0
P-03011,0,0,0,0,0,1,0,0,0,0,0,0
P-03018,0,0,0,0,0,1,0,0,0,0,0,0
P-03022,0,0,0,0,0,1,0,0,0,0,0,0
P-03063,0,0,0,0,0,1,0,0,0,0,0,0
P-03070,0,0,0,0,0,1,0,0,0,0,0,0
P-03073,0,0,0,0,0,1,0,0,0,0,0,0
P-03075,0,0,0,0,0,1,0,0,0,0,0,0
P-03081,0,0,0,0,0,1,0,0,0,0,0,0
P-03088,0,0,0,0,0,1,0,0,0,0,0,0
P-03093,0,0,0,0,0,1,0,0,0,0,0,0
P-03107,0,0,0,0,0,1,0,0,0,0,0,0
P-03108,0,0,0,0,0,1,0,0,1,0,0,0
P-03110,0,0,0,0,0,1,0,0,0,0,0,0
P-03116,0,0,0,0,0,1,0,0,0,0,0,0
P-03122,0,0,0,0,0,1,0,0,0,0,0,0
P-03126,0,0,0,0,0,2,0,0,0,0,0,0
P-03130,0,0,0,0,0,1,0,0,1,0,0,0
P-03131,0,0,0,0,0,1,0,0,0,0,0,0
P-03140,0,0,0,0,0,1,0,0,0,0,0,0
P-03142,0,0,0,0,0,1,0,0,0,0,0,0
P-03147,0,0,0,0,0,2,0,0,0,0,0,0
P-03148,0,0,0,0,0,1,0,0,0,0,0,0
P-03150,0,0,0,0,0,1,0,0,0,0,0,0
P-03151,0,0,0,0,0,1,0,0,0,0,0,0
P-03153,0,0,0,0,0,1,0,0,0,0,0,0
P-03154,0,0,0,0,0,1,0,0,0,0,0,0
P-03155,0,0,0,0,0,1,0,0,0,0,0,0
P-03158,0,0,0,0,0,1,0,0,0,0,0,0
P-03161,0,0,0,0,0,1,0,0,0,0,0,0
P-03167,0,0,0,0,0,1,0,0,0,0,0,0
P-03169,0,0,0,0,0,1,0,0,1,0,0,0
P-03177,0,0,0,0,0,2,0,0,0,0,0,0
P-03179,0,0,0,0,0,1,0,0,0,0,0,0
P-03190,0,0,0,0,0,2,0,0,0,0,0,0
P-03191,0,0,0,0,0,1,0,0,0,0,0,0
P-03192,0,0,0,0,0,1,0,0,0,0,0,0
P-03196,0,0,0,0,0,1,0,0,0,0,0,0
P-03201,0,0,0,0,0,1,0,0,0,0,0,0
P-03208,0,0,0,0,0,1,0,0,0,0,0,0
P-03210,0,0,0,0,0,1,0,0,0,0,0,0
P-03214,0,0,0,0,0,1,0,0,0,0,0,0
P-03215,0,0,0,0,0,1,0,0,0,0,0,0
P-03216,0,0,0,0,0,1,0,0,0,0,0,0
P-03217,0,0,0,0,0,1,0,0,0,0,0,0
P-03224,0,0,0,0,0,1,0,0,0,0,0,0
P-03239,0,0,0,0,0,1,0,0,0,0,0,0
P-03240,0,0,0,0,0,1,0,0,0,0,0,0
P-03242,0,0,0,0,0,2,0,0,0,0,0,0
P-03254,0,0,0,0,0,1,0,0,0,0,0,0
P-03255,0,0,0,0,0,1,0,0,0,0,0,0
P-03263,0,0,0,0,0,1,0,0,0,0,0,0
P-03273,0,0,0,0,0,1,0,0,0,0,0,0
P-03277,0,0,0,0,0,1,0,0,0,0,0,0
P-03278,0,0,0,0,0,1,0,0,0,0,0,0
P-03285,0,0,0,0,0,1,0,0,0,0,0,0
P-03297,0,0,0,0,0,1,0,0,0,0,0,0
P-03301,0,0,0,0,0,1,0,0,0,0,0,0
P-03303,0,0,0,0,0,1,0,0,0,0,0,0
P-03304,0,0,0,0,0,1,0,0,0,0,0,0
P-03314,0,0,0,0,0,1,0,0,1,0,0,0
P-03317,0,0,0,0,0,1,0,0,0,0,0,0
P-03322,0,0,0,0,0,1,0,0,0,0,0,0
P-03325,0,0,0,0,0,1,0,0,0,0,0,0
P-03328,0,0,0,0,0,1,0,0,0,0,0,0
P-03329,0,0,0,0,0,1,0,0,0,0,0,0
P-03333,0,0,0,0,0,1,0,0,0,0,0,0
P-03336,0,0,0,0,0,1,0,0,0,0,0,0
P-03337,0,0,0,0,0,1,0,0,0,0,0,0
P-03338,0,0,0,0,0,1,0,0,0,0,0,0
P-03348,0,0,0,0,0,1,0,0,0,0,0,0
P-03349,0,0,0,0,0,1,0,0,0,0,0,0
P-03351,0,0,0,0,0,1,0,0,0,0,0,0
P-03352,0,0,0,0,0,1,0,0,0,0,0,0
P-03365,0,0,0,0,0,1,0,0,0,0,0,0
P-03367,0,0,0,0,0,1,0,0,0,0,0,0
P-03368,0,0,0,0,0,1,0,0,0,0,0,0
P-03369,0,0,0,0,0,1,0,0,0,0,0,0
P-03371,0,0,0,0,0,1,0,0,0,0,0,0
P-03376,0,0,0,0,0,1,0,0,0,0,0,0
P-03378,0,0,0,0,0,1,0,0,0,0,0,0
P-03382,0,0,0,0,0,1,0,0,0,0,0,0
P-03398,0,0,0,0,0,1,0,0,0,0,0,0
P-03400,0,0,0,0,0,1,0,0,0,0,0,0
P-03404,0,0,0,0,0,1,0,0,0,0,0,0
P-03405,0,0,0,0,0,1,0,0,0,0,0,0
P-03406,0,0,0,0,0,1,0,0,0,0,0,0
P-03419,0,0,0,0,0,1,0,0,0,0,0,0
P-03423,0,0,0,0,0,1,0,0,0,0,0,0
P-03425,0,0,0,0,0,1,0,0,0,0,0,0
P-03427,0,0,0,0,0,1,0,0,0,0,0,0
P-03432,0,0,0,0,0,1,0,0,0,0,0,0
P-03443,0,0,0,0,0,1,0,0,0,0,0,0
P-03455,0,0,0,0,0,1,0,0,0,0,0,0
P-03462,0,0,0,0,0,1,0,0,0,0,0,0
P-03469,0,0,0,0,0,1,0,0,0,0,0,0
P-03472,0,0,0,0,0,1,0,0,0,0,0,0
P-03478,0,0,0,0,0,1,0,0,0,0,0,0
P-03487,0,0,0,0,0,1,0,0,0,0,0,0
P-03489,0,0,0,0,0,1,0,0,0,0,0,0
P-03493,0,0,0,0,0,1,0,0,0,0,0,0
P-03496,0,0,0,0,0,1,0,0,0,0,0,0
P-03507,0,0,0,0,0,1,0,0,0,0,0,0
P-03524,0,0,0,0,0,1,0,0,0,0,0,0
P-03531,0,0,0,0,0,1,0,0,0,0,0,0
P-03532,0,0,0,0,0,1,0,0,0,0,0,0
P-03537,0,0,0,0,0,2,0,0,0,0,0,0
P-03538,0,0,0,0,0,1,0,0,0,0,0,0
P-03543,0,0,0,0,0,1,0,0,0,0,0,0
P-03546,0,0,0,0,0,1,0,0,0,0,0,0
P-03547,0,0,0,0,0,1,0,0,1,0,0,0
P-03554,0,0,0,0,0,1,0,0,0,0,0,0
P-03573,0,0,0,0,0,1,0,0,0,0,0,0
P-03579,0,0,0,0,0,1,0,0,1,0,0,0
P-03581,0,0,0,0,0,1,0,0,0,0,0,0
P-03591,0,0,0,0,0,1,0,0,0,0,0,0
P-03598,0,0,0,0,0,2,0,0,0,0,0,0
P-03600,0,0,0,0,0,1,0,0,0,0,0,0
P-03601,0,0,0,0,0,1,0,0,0,0,0,0
P-03606,0,0,0,0,0,1,0,0,0,0,0,0
P-03614,0,0,0,0,0,1,0,0,0,0,0,0
P-03620,0,0,0,0,0,1,0,0,0,0,0,0
P-03623,0,0,0,0,0,1,0,0,0,0,0,0
P-03634,0,0,0,0,0,2,0,0,0,0,0,0
P-03635,0,0,0,0,0,1,0,0,0,0,0,0
P-03637,0,0,0,0,0,1,0,0,0,0,0,0
P-03646,0,0,0,0,0,1,0,0,0,0,0,0
P-03660,0,0,0,0,0,1,0,0,0,0,0,0
P-03669,0,0,0,0,0,1,0,0,0,0,0,0
P-03677,0,0,0,0,0,1,0,0,0,0,0,0
P-03678,0,0,0,0,0,1,0,0,0,0,0,0
P-03683,0,0,0,0,0,1,0,0,0,0,0,0
P-03690,0,0,0,0,0,1,0,0,0,0,0,0
P-03695,0,0,0,0,0,1,0,0,0,0,0,0
P-03697,0,0,0,0,0,1,0,0,0,0,0,0
P-03699,0,0,0,0,0,1,0,0,0,0,0,0
P-03702,0,0,0,0,0,1,0,0,0,0,0,0
P-03704,0,0,0,0,0,1,0,0,0,0,0,0
P-03707,0,0,0,0,0,3,0,0,0,0,0,0
P-03715,0,0,0,0,0,1,0,0,0,0,0,0
P-03721,0,0,0,0,0,1,0,0,0,0,0,0
P-03726,0,0,0,0,0,1,0,0,0,0,0,0
P-03730,0,0,0,0,0,1,0,0,0,0,0,0
P-03732,0,0,0,0,0,1,0,0,0,0,0,0
P-03739,0,0,0,0,0,1,0,0,0,0,0,0
P-03740,0,0,0,0,0,3,0,0,0,0,0,0
P-03744,0,0,0,0,0,1,0,0,0,0,0,0
