match_name,score,yellow_card,red_card,substitutions,squad_x_play_in_the_match
Costa Rica v Ecuador,-3,5,0,6,0
England v Trinidad and Tobago,2,6,0,5,0
Paraguay v Sweden,-1,8,0,6,0
Paraguay v Sweden,-1,8,0,6,0
Argentina v Serbia and Montenegro,6,4,1,6,0
Ivory Coast v Netherlands,-1,7,0,6,0
Angola v Mexico,0,7,1,6,0
Iran v Portugal,-2,7,0,6,0
Iran v Portugal,-2,7,0,6,0
Czech Republic v Ghana,-2,7,1,6,0
Italy v United States,0,7,3,8,1
Italy v United States,0,7,3,8,1
Italy v United States,0,7,3,8,1
Croatia v Japan,0,10,0,12,0
Croatia v Japan,0,10,0,12,0
Australia v Brazil,-2,5,0,6,0
France v South Korea,0,4,0,6,0
Switzerland v Togo,2,4,0,6,0
Saudi Arabia v Ukraine,-4,6,0,6,0
Spain v Tunisia,2,8,0,6,0
Costa Rica v Poland,-1,10,0,6,0
Ecuador v Germany,-3,2,0,6,0
Paraguay v Trinidad and Tobago,2,4,0,6,0
England v Sweden,0,6,0,12,0
England v Sweden,0,6,0,12,0
England v Sweden,0,6,0,12,0
Angola v Iran,0,6,0,6,0
Mexico v Portugal,-1,10,1,6,0
Ivory Coast v Serbia and Montenegro,1,11,2,4,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Czech Republic v Italy,-2,4,1,6,1
Ghana v United States,1,7,0,12,0
Ghana v United States,1,7,0,12,0
Ghana v United States,1,7,0,12,0
Australia v Croatia,0,11,3,6,0
Brazil v Japan,3,2,0,6,0
Saudi Arabia v Spain,-1,5,0,6,0
Tunisia v Ukraine,-1,9,1,6,0
South Korea v Switzerland,-2,10,0,5,0
France v Togo,2,4,0,5,0
Germany v Sweden,2,11,2,12,0
Germany v Sweden,2,11,2,12,0
Germany v Sweden,2,11,2,12,0
Argentina v Mexico,1,7,0,11,0
Argentina v Mexico,1,7,0,11,0
Argentina v Mexico,1,7,0,11,0
Ecuador v England,-1,6,0,5,0
Netherlands v Portugal,-1,20,4,6,0
Australia v Italy,-1,6,1,4,1
Switzerland v Ukraine,0,1,0,6,0
Brazil v Ghana,3,9,1,5,0
France v Spain,2,4,0,5,0
Argentina v Germany,0,11,0,12,0
Argentina v Germany,0,11,0,12,0
Argentina v Germany,0,11,0,12,0
Italy v Ukraine,3,3,0,6,1
England v Portugal,0,4,1,6,0
England v Portugal,0,4,1,6,0
England v Portugal,0,4,1,6,0
Brazil v France,-1,13,1,15,0
Brazil v France,-1,13,1,15,0
Brazil v France,-1,13,1,15,0
Brazil v France,-1,13,1,15,0
Germany v Italy,-2,3,0,6,1
France v Portugal,1,2,0,6,0
Germany v Portugal,2,6,1,12,0
Germany v Portugal,2,6,1,12,0
France v Italy,0,15,1,18,1
France v Italy,0,15,1,18,1
France v Italy,0,15,1,18,1
France v Italy,0,15,1,18,1
France v Italy,0,15,1,18,1
Mexico v South Africa,0,4,0,5,0
France v Uruguay,0,12,1,12,0
France v Uruguay,0,12,1,12,0
France v Uruguay,0,12,1,12,0
France v Uruguay,0,12,1,12,0
Greece v South Korea,-2,1,0,6,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
Argentina v Nigeria,1,8,0,15,0
England v United States,0,6,0,5,0
England v United States,0,6,0,5,0
Algeria v Slovenia,-1,6,1,6,0
Ghana v Serbia,1,7,1,6,0
Australia v Germany,-4,5,1,6,0
Denmark v Netherlands,-2,3,0,6,0
Cameroon v Japan,-1,2,0,6,0
Italy v Paraguay,0,2,0,6,1
Italy v Paraguay,0,2,0,6,1
New Zealand v Slovakia,0,3,0,5,0
Ivory Coast v Portugal,0,3,0,6,0
Brazil v North Korea,1,1,0,4,0
Chile v Honduras,1,3,0,6,0
Spain v Switzerland,-1,12,0,10,0
Spain v Switzerland,-1,12,0,10,0
Spain v Switzerland,-1,12,0,10,0
South Africa v Uruguay,-3,2,1,5,0
Argentina v South Korea,3,7,0,9,0
Argentina v South Korea,3,7,0,9,0
Greece v Nigeria,1,8,1,9,0
Greece v Nigeria,1,8,1,9,0
France v Mexico,-2,6,0,5,0
France v Mexico,-2,6,0,5,0
France v Mexico,-2,6,0,5,0
France v Mexico,-2,6,0,5,0
Germany v Serbia,-1,10,1,6,0
Slovenia v United States,0,5,0,6,0
Algeria v England,0,2,0,6,0
Japan v Netherlands,-1,1,0,6,0
Australia v Ghana,0,4,1,6,0
Cameroon v Denmark,-1,4,0,6,0
Paraguay v Slovakia,2,4,0,5,0
Italy v New Zealand,0,3,0,6,1
Brazil v Ivory Coast,2,6,1,5,0
North Korea v Portugal,-7,4,0,6,0
North Korea v Portugal,-7,4,0,6,0
Chile v Switzerland,1,9,1,6,0
Chile v Switzerland,1,9,1,6,0
Honduras v Spain,-2,2,0,9,0
Honduras v Spain,-2,2,0,9,0
France v South Africa,-1,5,1,11,0
France v South Africa,-1,5,1,11,0
Mexico v Uruguay,-1,3,0,5,0
Mexico v Uruguay,-1,3,0,5,0
Argentina v Greece,2,2,0,6,0
Argentina v Greece,2,2,0,6,0
Nigeria v South Korea,0,4,0,6,0
England v Slovenia,1,4,0,4,0
Algeria v United States,-1,7,1,6,0
Australia v Serbia,1,5,0,6,0
Germany v Ghana,1,2,0,6,0
Germany v Ghana,1,2,0,6,0
New Zealand v Paraguay,0,3,0,4,0
Italy v Slovakia,-1,8,0,6,1
Cameroon v Netherlands,-1,5,0,6,0
Denmark v Japan,-2,5,0,6,0
Ivory Coast v North Korea,3,0,0,4,0
Brazil v Portugal,0,7,0,6,0
Brazil v Portugal,0,7,0,6,0
Chile v Spain,-1,5,1,5,0
Chile v Spain,-1,5,1,5,0
Chile v Spain,-1,5,1,5,0
Honduras v Switzerland,0,5,0,6,0
Honduras v Switzerland,0,5,0,6,0
South Korea v Uruguay,-1,3,0,5,0
South Korea v Uruguay,-1,3,0,5,0
Ghana v United States,1,5,0,6,0
Ghana v United States,1,5,0,6,0
Ghana v United States,1,5,0,6,0
England v Germany,-3,2,0,6,0
Argentina v Mexico,2,7,0,11,0
Argentina v Mexico,2,7,0,11,0
Argentina v Mexico,2,7,0,11,0
Netherlands v Slovakia,1,5,0,6,0
Brazil v Chile,3,16,0,17,0
Brazil v Chile,3,16,0,17,0
Brazil v Chile,3,16,0,17,0
Brazil v Chile,3,16,0,17,0
Japan v Paraguay,0,5,0,6,0
Portugal v Spain,-1,2,1,6,0
Portugal v Spain,-1,2,1,6,0
Brazil v Netherlands,-1,13,2,10,0
Brazil v Netherlands,-1,13,2,10,0
Brazil v Netherlands,-1,13,2,10,0
Brazil v Netherlands,-1,13,2,10,0
Brazil v Netherlands,-1,13,2,10,0
Ghana v Uruguay,0,6,1,5,0
Argentina v Germany,-4,3,0,5,0
Argentina v Germany,-4,3,0,5,0
Argentina v Germany,-4,3,0,5,0
Paraguay v Spain,-1,6,0,6,0
Paraguay v Spain,-1,6,0,6,0
Paraguay v Spain,-1,6,0,6,0
Netherlands v Uruguay,1,8,1,5,0
Netherlands v Uruguay,1,8,1,5,0
Germany v Spain,-1,4,0,9,0
Germany v Spain,-1,4,0,9,0
Germany v Uruguay,1,4,0,5,0
Netherlands v Spain,-1,15,1,6,0
Netherlands v Spain,-1,15,1,6,0
Brazil v Croatia,2,8,0,8,0
Brazil v Croatia,2,8,0,8,0
Cameroon v Mexico,-1,2,0,5,0
Netherlands v Spain,4,4,0,6,0
Netherlands v Spain,4,4,0,6,0
Australia v Chile,-2,4,0,6,0
Australia v Chile,-2,4,0,6,0
Colombia v Greece,3,3,0,6,0
Costa Rica v Uruguay,2,3,1,6,0
England v Italy,-1,1,0,6,1
England v Italy,-1,1,0,6,1
Ivory Coast v Japan,1,4,0,6,0
Ecuador v Switzerland,-1,2,0,4,0
France v Honduras,3,8,1,6,0
Argentina v Bosnia and Herzegovina,1,2,0,6,0
Germany v Portugal,4,6,1,12,0
Germany v Portugal,4,6,1,12,0
Iran v Nigeria,0,1,0,5,0
Ghana v United States,-1,7,0,12,0
Ghana v United States,-1,7,0,12,0
Ghana v United States,-1,7,0,12,0
Algeria v Belgium,-1,2,0,6,0
Brazil v Mexico,0,10,0,12,0
Brazil v Mexico,0,10,0,12,0
Brazil v Mexico,0,10,0,12,0
Brazil v Mexico,0,10,0,12,0
Brazil v Mexico,0,10,0,12,0
Russia v South Korea,0,4,0,6,0
Australia v Netherlands,-1,2,0,6,0
Chile v Spain,2,3,0,6,0
Chile v Spain,2,3,0,6,0
Chile v Spain,2,3,0,6,0
Cameroon v Croatia,-4,1,1,6,0
Colombia v Ivory Coast,1,2,0,6,0
England v Uruguay,-1,2,0,6,0
England v Uruguay,-1,2,0,6,0
England v Uruguay,-1,2,0,6,0
Greece v Japan,0,6,1,5,0
Costa Rica v Italy,1,2,0,6,1
France v Switzerland,3,1,0,6,0
France v Switzerland,3,1,0,6,0
Ecuador v Honduras,1,5,0,6,0
Argentina v Iran,1,2,0,6,0
Germany v Ghana,0,1,0,6,0
Germany v Ghana,0,1,0,6,0
Bosnia and Herzegovina v Nigeria,-1,2,0,5,0
Belgium v Russia,1,8,0,12,0
Belgium v Russia,1,8,0,12,0
Algeria v South Korea,2,3,0,6,0
Portugal v United States,0,4,0,12,0
Portugal v United States,0,4,0,12,0
Australia v Spain,-3,3,0,6,0
Chile v Netherlands,-2,2,0,6,0
Brazil v Cameroon,3,3,0,6,0
Brazil v Cameroon,3,3,0,6,0
Croatia v Mexico,-2,3,2,11,0
Croatia v Mexico,-2,3,2,11,0
Costa Rica v England,0,3,0,6,0
Italy v Uruguay,-1,9,1,10,1
Italy v Uruguay,-1,9,1,10,1
Italy v Uruguay,-1,9,1,10,1
Colombia v Japan,3,2,0,6,0
Colombia v Japan,3,2,0,6,0
Greece v Ivory Coast,1,3,0,6,0
Bosnia and Herzegovina v Iran,2,2,0,6,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Honduras v Switzerland,-3,1,0,6,0
Honduras v Switzerland,-3,1,0,6,0
Ecuador v France,0,1,1,6,0
Ghana v Portugal,-1,4,0,6,0
Germany v United States,1,3,0,5,0
Germany v United States,1,3,0,5,0
Germany v United States,1,3,0,5,0
Algeria v Russia,0,4,0,6,0
Belgium v South Korea,1,2,1,6,0
Belgium v South Korea,1,2,1,6,0
Belgium v South Korea,1,2,1,6,0
Brazil v Chile,0,16,0,17,0
Brazil v Chile,0,16,0,17,0
Brazil v Chile,0,16,0,17,0
Brazil v Chile,0,16,0,17,0
Colombia v Uruguay,2,2,0,6,0
Colombia v Uruguay,2,2,0,6,0
Mexico v Netherlands,-1,9,1,11,0
Mexico v Netherlands,-1,9,1,11,0
Costa Rica v Greece,0,8,1,6,0
France v Nigeria,2,1,0,4,0
Algeria v Germany,-1,2,0,6,0
Argentina v Switzerland,1,5,0,6,0
Argentina v Switzerland,1,5,0,6,0
Belgium v United States,1,2,0,6,0
Belgium v United States,1,2,0,6,0
France v Germany,-1,2,0,6,0
Brazil v Colombia,1,4,0,6,0
Argentina v Belgium,1,7,0,9,0
Argentina v Belgium,1,7,0,9,0
Argentina v Belgium,1,7,0,9,0
Costa Rica v Netherlands,0,6,0,6,0
Brazil v Germany,-6,1,0,6,0
Brazil v Germany,-6,1,0,6,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Argentina v Netherlands,0,18,2,18,0
Brazil v Netherlands,-3,11,0,11,0
Brazil v Netherlands,-3,11,0,11,0
Brazil v Netherlands,-3,11,0,11,0
Brazil v Netherlands,-3,11,0,11,0
Brazil v Netherlands,-3,11,0,11,0
Argentina v Germany,-1,11,0,12,0
Argentina v Germany,-1,11,0,12,0
Argentina v Germany,-1,11,0,12,0
Russia v Saudi Arabia,5,2,0,6,0
Egypt v Uruguay,-1,2,0,6,0
Iran v Morocco,1,4,0,6,0
Portugal v Spain,0,2,0,6,0
Portugal v Spain,0,2,0,6,0
Australia v France,-1,4,0,6,0
Argentina v Iceland,0,0,0,6,0
Denmark v Peru,1,3,0,6,0
Croatia v Nigeria,2,3,0,6,0
Costa Rica v Serbia,-1,4,0,6,0
Germany v Mexico,-1,10,0,12,0
Germany v Mexico,-1,10,0,12,0
Brazil v Switzerland,0,4,0,6,0
Brazil v Switzerland,0,4,0,6,0
South Korea v Sweden,-1,3,0,6,0
Belgium v Panama,3,8,0,6,0
England v Tunisia,1,1,0,6,0
England v Tunisia,1,1,0,6,0
Colombia v Japan,-1,3,1,6,0
Colombia v Japan,-1,3,1,6,0
Poland v Senegal,-1,3,0,6,0
Egypt v Russia,-2,2,0,6,0
Morocco v Portugal,-1,3,0,9,0
Morocco v Portugal,-1,3,0,9,0
Saudi Arabia v Uruguay,-1,0,0,6,0
Iran v Spain,-1,2,0,6,0
Australia v Denmark,0,2,0,5,0
France v Peru,1,4,0,6,0
Argentina v Croatia,-3,14,0,11,0
Argentina v Croatia,-3,14,0,11,0
Brazil v Costa Rica,2,7,0,10,0
Brazil v Costa Rica,2,7,0,10,0
Brazil v Costa Rica,2,7,0,10,0
Iceland v Nigeria,-2,1,0,6,0
Serbia v Switzerland,-1,5,0,5,0
Belgium v Tunisia,3,1,0,6,0
Belgium v Tunisia,3,1,0,6,0
Mexico v South Korea,1,7,1,12,0
Mexico v South Korea,1,7,1,12,0
Germany v Sweden,1,11,2,12,0
Germany v Sweden,1,11,2,12,0
Germany v Sweden,1,11,2,12,0
England v Panama,5,4,0,6,0
Japan v Senegal,0,5,0,6,0
Colombia v Poland,3,2,0,6,0
Egypt v Saudi Arabia,-1,2,0,5,0
Russia v Uruguay,-3,5,1,6,0
Morocco v Spain,0,6,0,6,0
Iran v Portugal,0,6,0,6,0
Iran v Portugal,0,6,0,6,0
Australia v Peru,-2,6,0,6,0
Denmark v France,0,4,0,12,0
Denmark v France,0,4,0,12,0
Denmark v France,0,4,0,12,0
Croatia v Iceland,1,5,0,6,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Argentina v Nigeria,1,7,0,11,0
Germany v South Korea,-2,4,0,6,0
Germany v South Korea,-2,4,0,6,0
Germany v South Korea,-2,4,0,6,0
Mexico v Sweden,-3,5,0,6,0
Mexico v Sweden,-3,5,0,6,0
Brazil v Serbia,2,3,0,6,0
Costa Rica v Switzerland,0,6,0,6,0
Japan v Poland,-1,1,0,5,0
Colombia v Senegal,1,2,0,6,0
Belgium v England,1,3,0,8,0
Belgium v England,1,3,0,8,0
Belgium v England,1,3,0,8,0
Belgium v England,1,3,0,8,0
Panama v Tunisia,-1,6,0,6,0
Argentina v France,-1,8,0,6,0
Argentina v France,-1,8,0,6,0
Argentina v France,-1,8,0,6,0
Portugal v Uruguay,-1,1,0,6,0
Russia v Spain,0,3,0,8,0
Croatia v Denmark,0,1,0,8,0
Brazil v Mexico,2,10,0,12,0
Brazil v Mexico,2,10,0,12,0
Brazil v Mexico,2,10,0,12,0
Brazil v Mexico,2,10,0,12,0
Brazil v Mexico,2,10,0,12,0
Belgium v Japan,1,1,0,4,0
Belgium v Japan,1,1,0,4,0
Sweden v Switzerland,1,3,1,5,0
Colombia v England,0,13,0,14,0
Colombia v England,0,13,0,14,0
France v Uruguay,2,12,1,12,0
France v Uruguay,2,12,1,12,0
France v Uruguay,2,12,1,12,0
France v Uruguay,2,12,1,12,0
Belgium v Brazil,1,6,0,9,0
Belgium v Brazil,1,6,0,9,0
England v Sweden,2,6,0,12,0
England v Sweden,2,6,0,12,0
England v Sweden,2,6,0,12,0
Croatia v Russia,0,5,0,8,0
Belgium v France,-1,5,0,5,0
Belgium v France,-1,5,0,5,0
Belgium v France,-1,5,0,5,0
Croatia v England,1,3,0,8,0
Belgium v England,2,3,0,6,0
Belgium v England,2,3,0,6,0
Belgium v England,2,3,0,6,0
Belgium v England,2,3,0,6,0
Croatia v France,-2,6,1,10,0
Croatia v France,-2,6,1,10,0
